   object_type    | table_schema |            table_name            |                           column_name                           |          data_type          |      udt_name      |                                                                                                                                                column_default                                                                                                                                                 | is_nullable |  key_type   |                               references                               | unique_constraint |                          column_comment                          | table_comment | character_maximum_length | numeric_precision | ordinal_position 
 CHECK_CONSTRAINT | public       | work_schedule                    | work_schedule_work_day_check                                    | check                       |                    | (((work_day)::text = ANY (ARRAY[('Monday'::character varying)::text, ('Tuesday'::character varying)::text, ('Wednesday'::character varying)::text, ('Thursday'::character varying)::text, ('Friday'::character varying)::text, ('Saturday'::character varying)::text, ('Sunday'::character varying)::text]))) |             |             |                                                                        |                   |                                                                  |               |                          |                   |                 
 CHECK_CONSTRAINT | public       | work_schedule                    | work_schedule_work_hours_check                                  | check                       |                    | (((work_hours >= (0)::numeric) AND (work_hours <= (24)::numeric)))                                                                                                                                                                                                                                            |             |             |                                                                        |                   |                                                                  |               |                          |                   |                 
 ENUM             | public       | leave_status_enum                |                                                                 | enum                        |                    | Pending, Approved, Rejected                                                                                                                                                                                                                                                                                   |             |             |                                                                        |                   |                                                                  |               |                          |                   |                 
 ENUM             | public       | payroll_cycle_type               |                                                                 | enum                        |                    | weekly, fortnightly, bi_monthly, monthly, quarterly                                                                                                                                                                                                                                                           |             |             |                                                                        |                   |                                                                  |               |                          |                   |                 
 ENUM             | public       | payroll_date_type                |                                                                 | enum                        |                    | fixed_date, eom, som, week_a, week_b, dow                                                                                                                                                                                                                                                                     |             |             |                                                                        |                   |                                                                  |               |                          |                   |                 
 ENUM             | public       | payroll_status                   |                                                                 | enum                        |                    | Active, Implementation, Inactive                                                                                                                                                                                                                                                                              |             |             |                                                                        |                   |                                                                  |               |                          |                   |                 
 ENUM             | public       | payroll_status_new               |                                                                 | enum                        |                    | live, inactive, onboarding, possible, implementation                                                                                                                                                                                                                                                          |             |             |                                                                        |                   |                                                                  |               |                          |                   |                 
 ENUM             | public       | status                           |                                                                 | enum                        |                    | active, inactive, archived                                                                                                                                                                                                                                                                                    |             |             |                                                                        |                   |                                                                  |               |                          |                   |                 
 ENUM             | public       | user_role                        |                                                                 | enum                        |                    | admin, org_admin, manager, consultant, viewer                                                                                                                                                                                                                                                                 |             |             |                                                                        |                   |                                                                  |               |                          |                   |                 
 FUNCTION         | public       | adjust_for_non_business_day      | p_date date, p_rule_code text DEFAULT 'previous'::text          | date                        | plpgsql            |                                                                                                                                                                                                                                                                                                               |             |             |                                                                        |                   |                                                                  |               |                          |                   |                 
 FUNCTION         | public       | enforce_entity_relation          |                                                                 | trigger                     | plpgsql            |                                                                                                                                                                                                                                                                                                               |             |             |                                                                        |                   |                                                                  |               |                          |                   |                 
 FUNCTION         | public       | enforce_staff_roles              |                                                                 | trigger                     | plpgsql            |                                                                                                                                                                                                                                                                                                               |             |             |                                                                        |                   |                                                                  |               |                          |                   |                 
 FUNCTION         | public       | generate_payroll_dates           | p_payroll_id uuid, p_start_date date DEFAULT NULL::date, p_end_ | SETOF SETOF payroll_dates   | plpgsql            |                                                                                                                                                                                                                                                                                                               |             |             |                                                                        |                   |                                                                  |               |                          |                   |                 
 FUNCTION         | public       | is_business_day                  | p_date date                                                     | boolean                     | plpgsql            |                                                                                                                                                                                                                                                                                                               |             |             |                                                                        |                   |                                                                  |               |                          |                   |                 
 FUNCTION         | public       | prevent_duplicate_workday_insert |                                                                 | trigger                     | plpgsql            |                                                                                                                                                                                                                                                                                                               |             |             |                                                                        |                   |                                                                  |               |                          |                   |                 
 FUNCTION         | public       | subtract_business_days           | p_date date, p_days integer                                     | date                        | plpgsql            |                                                                                                                                                                                                                                                                                                               |             |             |                                                                        |                   |                                                                  |               |                          |                   |                 
 FUNCTION         | public       | update_modified_column           |                                                                 | trigger                     | plpgsql            |                                                                                                                                                                                                                                                                                                               |             |             |                                                                        |                   |                                                                  |               |                          |                   |                 
 FUNCTION         | public       | update_payroll_dates             |                                                                 | trigger                     | plpgsql            |                                                                                                                                                                                                                                                                                                               |             |             |                                                                        |                   |                                                                  |               |                          |                   |                 
 INDEX            | neon_auth    | users_sync                       | users_sync_deleted_at_idx                                       | index                       |                    | CREATE INDEX users_sync_deleted_at_idx ON neon_auth.users_sync USING btree (deleted_at)                                                                                                                                                                                                                       |             |             |                                                                        |                   |                                                                  |               |                          |                   |                 
 INDEX            | neon_auth    | users_sync                       | users_sync_pkey                                                 | index                       |                    | CREATE UNIQUE INDEX users_sync_pkey ON neon_auth.users_sync USING btree (id)                                                                                                                                                                                                                                  |             |             |                                                                        |                   |                                                                  |               |                          |                   |                 
 INDEX            | public       | adjustment_rules                 | adjustment_rules_cycle_id_date_type_id_key                      | index                       |                    | CREATE UNIQUE INDEX adjustment_rules_cycle_id_date_type_id_key ON public.adjustment_rules USING btree (cycle_id, date_type_id)                                                                                                                                                                                |             |             |                                                                        |                   |                                                                  |               |                          |                   |                 
 INDEX            | public       | adjustment_rules                 | adjustment_rules_pkey                                           | index                       |                    | CREATE UNIQUE INDEX adjustment_rules_pkey ON public.adjustment_rules USING btree (id)                                                                                                                                                                                                                         |             |             |                                                                        |                   |                                                                  |               |                          |                   |                 
 INDEX            | public       | app_settings                     | app_settings_pkey                                               | index                       |                    | CREATE UNIQUE INDEX app_settings_pkey ON public.app_settings USING btree (id)                                                                                                                                                                                                                                 |             |             |                                                                        |                   |                                                                  |               |                          |                   |                 
 INDEX            | public       | client_external_systems          | client_external_systems_client_id_system_id_key                 | index                       |                    | CREATE UNIQUE INDEX client_external_systems_client_id_system_id_key ON public.client_external_systems USING btree (client_id, system_id)                                                                                                                                                                      |             |             |                                                                        |                   |                                                                  |               |                          |                   |                 
 INDEX            | public       | client_external_systems          | client_external_systems_pkey                                    | index                       |                    | CREATE UNIQUE INDEX client_external_systems_pkey ON public.client_external_systems USING btree (id)                                                                                                                                                                                                           |             |             |                                                                        |                   |                                                                  |               |                          |                   |                 
 INDEX            | public       | clients                          | clients_pkey                                                    | index                       |                    | CREATE UNIQUE INDEX clients_pkey ON public.clients USING btree (id)                                                                                                                                                                                                                                           |             |             |                                                                        |                   |                                                                  |               |                          |                   |                 
 INDEX            | public       | external_systems                 | external_systems_pkey                                           | index                       |                    | CREATE UNIQUE INDEX external_systems_pkey ON public.external_systems USING btree (id)                                                                                                                                                                                                                         |             |             |                                                                        |                   |                                                                  |               |                          |                   |                 
 INDEX            | public       | feature_flags                    | feature_flags_feature_name_key                                  | index                       |                    | CREATE UNIQUE INDEX feature_flags_feature_name_key ON public.feature_flags USING btree (feature_name)                                                                                                                                                                                                         |             |             |                                                                        |                   |                                                                  |               |                          |                   |                 
 INDEX            | public       | feature_flags                    | feature_flags_pkey                                              | index                       |                    | CREATE UNIQUE INDEX feature_flags_pkey ON public.feature_flags USING btree (id)                                                                                                                                                                                                                               |             |             |                                                                        |                   |                                                                  |               |                          |                   |                 
 INDEX            | public       | holidays                         | holidays_pkey                                                   | index                       |                    | CREATE UNIQUE INDEX holidays_pkey ON public.holidays USING btree (id)                                                                                                                                                                                                                                         |             |             |                                                                        |                   |                                                                  |               |                          |                   |                 
 INDEX            | public       | holidays                         | idx_holidays_date_country_region                                | index                       |                    | CREATE INDEX idx_holidays_date_country_region ON public.holidays USING btree (date, country_code, region)                                                                                                                                                                                                     |             |             |                                                                        |                   |                                                                  |               |                          |                   |                 
 INDEX            | public       | leave                            | idx_leave_dates                                                 | index                       |                    | CREATE INDEX idx_leave_dates ON public.leave USING btree (start_date, end_date)                                                                                                                                                                                                                               |             |             |                                                                        |                   |                                                                  |               |                          |                   |                 
 INDEX            | public       | leave                            | idx_leave_user_id                                               | index                       |                    | CREATE INDEX idx_leave_user_id ON public.leave USING btree (user_id)                                                                                                                                                                                                                                          |             |             |                                                                        |                   |                                                                  |               |                          |                   |                 
 INDEX            | public       | leave                            | leave_pkey                                                      | index                       |                    | CREATE UNIQUE INDEX leave_pkey ON public.leave USING btree (id)                                                                                                                                                                                                                                               |             |             |                                                                        |                   |                                                                  |               |                          |                   |                 
 INDEX            | public       | notes                            | idx_notes_entity                                                | index                       |                    | CREATE INDEX idx_notes_entity ON public.notes USING btree (entity_type, entity_id)                                                                                                                                                                                                                            |             |             |                                                                        |                   |                                                                  |               |                          |                   |                 
 INDEX            | public       | notes                            | idx_notes_important                                             | index                       |                    | CREATE INDEX idx_notes_important ON public.notes USING btree (is_important) WHERE (is_important = true)                                                                                                                                                                                                       |             |             |                                                                        |                   |                                                                  |               |                          |                   |                 
 INDEX            | public       | notes                            | idx_notes_user_id                                               | index                       |                    | CREATE INDEX idx_notes_user_id ON public.notes USING btree (user_id)                                                                                                                                                                                                                                          |             |             |                                                                        |                   |                                                                  |               |                          |                   |                 
 INDEX            | public       | notes                            | notes_pkey                                                      | index                       |                    | CREATE UNIQUE INDEX notes_pkey ON public.notes USING btree (id)                                                                                                                                                                                                                                               |             |             |                                                                        |                   |                                                                  |               |                          |                   |                 
 INDEX            | public       | payroll_cycles                   | payroll_cycles_name_key                                         | index                       |                    | CREATE UNIQUE INDEX payroll_cycles_name_key ON public.payroll_cycles USING btree (name)                                                                                                                                                                                                                       |             |             |                                                                        |                   |                                                                  |               |                          |                   |                 
 INDEX            | public       | payroll_cycles                   | payroll_cycles_pkey                                             | index                       |                    | CREATE UNIQUE INDEX payroll_cycles_pkey ON public.payroll_cycles USING btree (id)                                                                                                                                                                                                                             |             |             |                                                                        |                   |                                                                  |               |                          |                   |                 
 INDEX            | public       | payroll_date_types               | payroll_date_types_name_key                                     | index                       |                    | CREATE UNIQUE INDEX payroll_date_types_name_key ON public.payroll_date_types USING btree (name)                                                                                                                                                                                                               |             |             |                                                                        |                   |                                                                  |               |                          |                   |                 
 INDEX            | public       | payroll_date_types               | payroll_date_types_pkey                                         | index                       |                    | CREATE UNIQUE INDEX payroll_date_types_pkey ON public.payroll_date_types USING btree (id)                                                                                                                                                                                                                     |             |             |                                                                        |                   |                                                                  |               |                          |                   |                 
 INDEX            | public       | payroll_dates                    | idx_payroll_dates_composite                                     | index                       |                    | CREATE INDEX idx_payroll_dates_composite ON public.payroll_dates USING btree (payroll_id, adjusted_eft_date, processing_date)                                                                                                                                                                                 |             |             |                                                                        |                   |                                                                  |               |                          |                   |                 
 INDEX            | public       | payroll_dates                    | idx_payroll_dates_date_range                                    | index                       |                    | CREATE INDEX idx_payroll_dates_date_range ON public.payroll_dates USING btree (adjusted_eft_date)                                                                                                                                                                                                             |             |             |                                                                        |                   |                                                                  |               |                          |                   |                 
 INDEX            | public       | payroll_dates                    | idx_payroll_dates_notes                                         | index                       |                    | CREATE INDEX idx_payroll_dates_notes ON public.payroll_dates USING gin (to_tsvector('english'::regconfig, notes))                                                                                                                                                                                             |             |             |                                                                        |                   |                                                                  |               |                          |                   |                 
 INDEX            | public       | payroll_dates                    | idx_payroll_dates_payroll_id                                    | index                       |                    | CREATE INDEX idx_payroll_dates_payroll_id ON public.payroll_dates USING btree (payroll_id)                                                                                                                                                                                                                    |             |             |                                                                        |                   |                                                                  |               |                          |                   |                 
 INDEX            | public       | payroll_dates                    | idx_payroll_dates_processing                                    | index                       |                    | CREATE INDEX idx_payroll_dates_processing ON public.payroll_dates USING btree (processing_date)                                                                                                                                                                                                               |             |             |                                                                        |                   |                                                                  |               |                          |                   |                 
 INDEX            | public       | payroll_dates                    | idx_unique_payroll_date                                         | index                       |                    | CREATE UNIQUE INDEX idx_unique_payroll_date ON public.payroll_dates USING btree (payroll_id, original_eft_date)                                                                                                                                                                                               |             |             |                                                                        |                   |                                                                  |               |                          |                   |                 
 INDEX            | public       | payroll_dates                    | payroll_dates_pkey                                              | index                       |                    | CREATE UNIQUE INDEX payroll_dates_pkey ON public.payroll_dates USING btree (id)                                                                                                                                                                                                                               |             |             |                                                                        |                   |                                                                  |               |                          |                   |                 
 INDEX            | public       | payrolls                         | idx_payrolls_client_id                                          | index                       |                    | CREATE INDEX idx_payrolls_client_id ON public.payrolls USING btree (client_id)                                                                                                                                                                                                                                |             |             |                                                                        |                   |                                                                  |               |                          |                   |                 
 INDEX            | public       | payrolls                         | idx_payrolls_consultant                                         | index                       |                    | CREATE INDEX idx_payrolls_consultant ON public.payrolls USING btree (primary_consultant_user_id)                                                                                                                                                                                                              |             |             |                                                                        |                   |                                                                  |               |                          |                   |                 
 INDEX            | public       | payrolls                         | idx_payrolls_go_live_date                                       | index                       |                    | CREATE INDEX idx_payrolls_go_live_date ON public.payrolls USING btree (go_live_date)                                                                                                                                                                                                                          |             |             |                                                                        |                   |                                                                  |               |                          |                   |                 
 INDEX            | public       | payrolls                         | idx_payrolls_manager                                            | index                       |                    | CREATE INDEX idx_payrolls_manager ON public.payrolls USING btree (manager_user_id)                                                                                                                                                                                                                            |             |             |                                                                        |                   |                                                                  |               |                          |                   |                 
 INDEX            | public       | payrolls                         | idx_payrolls_staff_composite                                    | index                       |                    | CREATE INDEX idx_payrolls_staff_composite ON public.payrolls USING btree (primary_consultant_user_id, backup_consultant_user_id, manager_user_id)                                                                                                                                                             |             |             |                                                                        |                   |                                                                  |               |                          |                   |                 
 INDEX            | public       | payrolls                         | idx_payrolls_status_client                                      | index                       |                    | CREATE INDEX idx_payrolls_status_client ON public.payrolls USING btree (status, client_id) WHERE (status <> 'Inactive'::payroll_status)                                                                                                                                                                       |             |             |                                                                        |                   |                                                                  |               |                          |                   |                 
 INDEX            | public       | payrolls                         | payrolls_pkey                                                   | index                       |                    | CREATE UNIQUE INDEX payrolls_pkey ON public.payrolls USING btree (id)                                                                                                                                                                                                                                         |             |             |                                                                        |                   |                                                                  |               |                          |                   |                 
 INDEX            | public       | permission_audit_log             | idx_permission_audit_created                                    | index                       |                    | CREATE INDEX idx_permission_audit_created ON public.permission_audit_log USING btree (created_at)                                                                                                                                                                                                             |             |             |                                                                        |                   |                                                                  |               |                          |                   |                 
 INDEX            | public       | permission_audit_log             | idx_permission_audit_log_action                                 | index                       |                    | CREATE INDEX idx_permission_audit_log_action ON public.permission_audit_log USING btree (action)                                                                                                                                                                                                              |             |             |                                                                        |                   |                                                                  |               |                          |                   |                 
 INDEX            | public       | permission_audit_log             | idx_permission_audit_log_resource                               | index                       |                    | CREATE INDEX idx_permission_audit_log_resource ON public.permission_audit_log USING btree (resource)                                                                                                                                                                                                          |             |             |                                                                        |                   |                                                                  |               |                          |                   |                 
 INDEX            | public       | permission_audit_log             | idx_permission_audit_target_user                                | index                       |                    | CREATE INDEX idx_permission_audit_target_user ON public.permission_audit_log USING btree (target_user_id)                                                                                                                                                                                                     |             |             |                                                                        |                   |                                                                  |               |                          |                   |                 
